ID,item,item_number,estimate,example_sentence,repetition,order,platform,list,gender,age,country,education,L1,monoling,sight,children,child_age,time,time_sum,finished,violation
246,fahrrad,23,2,Ronja fährt mit dem Fahrrad zur Arbeit.,0,73,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,krone,32,2,Die Königin trägt eine Krone auf dem Kopf.,0,278,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,bilderrahmen,33,3,Ronja kauft einen Bilderrahmen für ihr Familienfoto.,0,140,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,spinne,38,3,Die Spinne wartet in ihrem Netz auf Beute.,0,288,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,hosentasche,39,2,In der Hosentasche ist etwas Geld.,0,163,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,kleeblatt,40,3,Vierblättrigte Kleeblätter bringen Glück.,0,269,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,markt,41,3,Jeden Freitag kauft Ronja frisches Gemüse auf dem lokalen Markt.,0,244,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,birne,42,2,Ronja pflückt eine Birne vom Baum.,0,201,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,tuete,53,3,Ronja packt ihre Einkäufe in eine Tüte.,0,197,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,ellenbogen,56,3,Ronja stößt sich den Ellenbogen.,0,160,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,briefmarke,57,3,Auf der Postkarte klebt eine Briefmarke.,0,12,Prolific,C,female,25,Germany,9,1,1,normal,0,[],8,1327,1,0
246,bluse,59,2,Ronja trägt eine rote Bluse.,0,60,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,zeitung,61,2,Ronja liest eine Zeitung.,0,280,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,po,65,2,Ronja tut der Po vom vielen Sitzen weh.,0,28,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,sofa,67,2,Ronja setzt sich auf das Sofa.,0,103,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,welle,73,3,Das Boot schaukelt auf den Wellen.,0,115,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,brokkoli,76,3,Brokkoli ist ein beliebtes Beilagengemüse.,0,79,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,schluessel,78,3,Der Schlüssel steckt im Türschloss.,0,154,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,fleisch,81,3,Ronja kauft ein Stück Fleisch beim Metzger.,0,211,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,park,82,3,Ronja geht im Park spazieren.,0,93,Prolific,C,female,25,Germany,9,1,1,normal,0,[],6,1327,1,0
246,herz,83,2,Ronja malt ein Herz auf den Liebesbrief.,0,228,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,mond,90,2,Ronja betrachtet den Mond am Nachthimmel.,0,50,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,mund,91,2,Ronja hält sich vor Schreck die Hand vor den Mund.,0,96,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,skateboard,93,4,Ronja kann kein Skateboard fahren.,0,142,Prolific,C,female,25,Germany,9,1,1,normal,0,[],6,1327,1,0
246,milch,96,2,Ronja gibt einen Schluck Milch in ihren Kaffee.,0,199,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,hirsch,105,3,Der Hirsch stolziert durch den Wald.,0,276,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,kalender,108,3,Ronja trägt einen Termin im Kalender ein.,0,131,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,fitnessstudio,109,6,Ronja trainiert im Fitnessstudio.,0,99,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,drache,111,2,Der Drache hortet einen großen Schatz.,0,69,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,lunge,112,4,Rauchen schadet der Lunge.,0,243,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,see,113,2,Ronja schwimmt im See.,0,256,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,pferd,117,2,Das Pferd trabt über die Weide.,0,53,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,wunde,118,2,Ronja hat eine Wunde am Knie.,0,257,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,walnuss,119,3,Ronja knackt eine Walnuss.,0,249,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,sack,127,2,Ronja kauft einen Sack Kartoffeln.,0,72,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,zitrone,129,2,Die Zitrone ist eine gelbe Zitrusfrucht.,0,223,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,weste,130,3,Ronja trägt eine rote Weste.,0,232,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,saenger,131,4,Der Sänger verzaubert das Publikum.,0,44,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,ratte,137,3,Im Mittelalter trugen Ratten zur Verbreitung der Pest bei.,0,279,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,torrero,144,,Der Torrero stellt sich dem Stier.,0,119,Prolific,C,female,25,Germany,9,1,1,normal,0,[],12,1327,1,0
246,oliven,146,4,Aus Oliven kann man Öl herstellen.,0,219,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,patrone,155,5,Die Jägerin zählt die Patronen für ihr Gewehr.,0,55,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,prinzessin,157,2,Die Prinzessin tanzt auf einem Ball.,0,252,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,bart,159,2,Der Mann pflegt seinen Bart.,0,136,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,schubkarre,160,3,Die Gärtnerin schaufelt Erde auf die Schubkarre.,0,47,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,playstation,162,5,Ronja kauft ein Spiel für ihre PlayStation.,0,183,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,kokosnuss,163,3,An der Palme wächst eine Kokosnuss.,0,34,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,schnuersenkel,167,3,Ronja bindet ihre Schnürsenkel.,0,230,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,tor,170,2,Der Torwart verteidigt während eines Spiels das Tor.,0,92,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,papagei,172,3,Der Papagei kann sprechen.,0,260,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,maler,175,2,Der Maler eröffnet eine Ausstellung für seine Gemälde.,0,215,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,bruecke,178,2,Ronja läuft über eine Brücke.,0,36,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,salat,191,3,Ronja isst einen bunten Salat zum Abendbrot.,0,144,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,thermometer,192,5,Ein Thermometer kann Fieber messen.,0,123,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,computer,196,4,Ronja ist für ihre Arbeit auf einen Computer angewiesen.,0,194,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,rock,199,3,Im Kleiderschrank hängt ein Rock.,0,220,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,drucker,204,3,Der Drucker braucht eine neue Farbpatrone.,0,203,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,knoechel,205,2,"Ronja trägt hohe Socken, die ihre Knöchel bedecken.",0,139,Prolific,C,female,25,Germany,9,1,1,normal,0,[],6,1327,1,0
246,mikrofon,208,3,Die Moderatorin spricht in das Mikrofon.,0,227,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,bumerang,209,5,Bumerangs sind traditionelle australische Jagdgeräte.,0,45,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,polizist,213,2,Der Polizist trägt eine Uniform.,0,204,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,hammer,216,3,Ronja schlägt mit dem Hammer einen Nagel in die Wand.,0,56,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,windel,218,2,Der Vater wechselt die Windel des Säuglings.,0,224,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,moewe,220,3,Die Möwe kreist um das Fischerboot.,0,235,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,schnuller,221,2,Der Säugling nuckelt am Schnuller.,0,237,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,knie,222,2,Ronja stößt sich das Knie am Tisch.,0,98,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,pinsel,224,3,Die Künstlerin malt mit einem Pinsel.,0,261,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,eichel,228,4,Die Eichel ist die Frucht der Eiche.,0,166,Prolific,C,female,25,Germany,9,1,1,normal,0,[],7,1327,1,0
246,sporthalle,230,3,Jede Schule hat eine Sporthalle.,0,185,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,muetze,243,2,Ronja trägt eine Mütze auf dem Kopf.,0,281,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,gluehbirne,244,3,Die Glühbirne der Lampe muss ausgewechselt werden.,0,40,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,gehirn,247,3,Das menschliche Gehirn ist ein kompliziertes Organ.,0,87,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,karren,248,3,Das Pferd zieht einen Karren.,0,207,Prolific,C,female,25,Germany,9,1,1,normal,0,[],7,1327,1,0
246,eidechse,252,4,Die Eidechse sonnt sich auf einem Stein.,0,188,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,hase,263,2,Der Fuchs jagt einen Hasen über das Feld.,0,294,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,hand,264,2,Ronja knetet einen Teig mit ihren Händen.,0,167,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,absatz,266,4,Der Schuh hat einen hohen Absatz.,0,25,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,chameleon,269,4,Das Chamäleon ändert seine Farbe.,0,153,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,bus,273,2,"Wenn es regnet, fährt Ronja lieber mit dem Bus als mit dem Fahrrad.",0,141,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,umhang,275,3,Die Hexe trägt einen Umhang.,0,181,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,granatapfel,281,7,Der Granatapfel ist ein Symbol der Fruchtbarkeit.,0,217,Prolific,C,female,25,Germany,9,1,1,normal,0,[],7,1327,1,0
246,tunnel,286,2,Die Straße führt durch den Tunnel.,0,135,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,fingernagel,289,3,Ronja lackiert sich einen Fingernagel.,0,81,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,kaefig,290,4,Der Vogel sitzt in einem Käfig.,0,147,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,abzug,291,6,Der Finger liegt auf dem Abzug der Pistole.,0,287,Prolific,C,female,25,Germany,9,1,1,normal,0,[],7,1327,1,0
246,kompass,292,5,Die Nadel des Kompasses zeigt immer nach Norden.,0,145,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,dinosaurier,293,2,Die Dinosaurier sind ausgestorben.,0,151,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,flagge,295,3,Die Flagge weht im Wind.,0,216,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,faden,300,2,Ronja kann mit Nadel und Faden umgehen.,0,125,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,schwert,301,2,Der Ritter kämpft mit einem Schwert.,0,49,Prolific,C,female,25,Germany,9,1,1,normal,0,[],6,1327,1,0
246,taxi,302,3,Ronja ruft sich ein Taxi.,0,109,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,briefkasten,305,3,Ronja holt ihre Post aus dem Briefkasten.,0,146,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,brief,310,3,Der Postbote trägt Briefe aus.,0,212,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,parfuem,314,4,Das Parfüm riecht gut.,0,35,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,muschel,316,3,Am Strand liegt eine Muschel.,0,165,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,soldat,317,3,Der Soldat schläft in der Kaserne.,0,240,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,blatt,318,2,Am Baum hängt ein schönes Blatt.,0,129,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,sessel,321,2,Der Sessel im Wohnzimmer sieht bequem aus.,0,57,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,holz,322,2,Ronja sammelt Holz für ein Lagerfeuer.,0,95,Prolific,C,female,25,Germany,9,1,1,normal,0,[],6,1327,1,0
246,helm,327,3,Die Motorradfahrerin trägt einen Helm.,0,41,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,weinkeller,328,5,Im Weinkeller stehen viele Fässer.,0,77,Prolific,C,female,25,Germany,9,1,1,normal,0,[],6,1327,1,0
246,buestenhalter,331,6,Der Büstenhalter ist ein unbequemes Kleidungsstück.,0,105,Prolific,C,female,25,Germany,9,1,1,normal,0,[],7,1327,1,0
246,spiegel,340,2,Der Spiegel hängt über dem Waschbecken.,0,101,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,schloss,349,3,Ronja öffnet das Schloss am Schließfach.,0,191,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,bibel,350,7,Am Altar liegt eine Bibel.,0,48,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,ziege,354,3,Die Ziege klettert auf einen Felsen.,0,173,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,auto,358,2,Das Auto hält an der Ampel.,0,158,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,messer,359,2,Die Köchin schärft ihre Messer.,0,268,Prolific,C,female,25,Germany,9,1,1,normal,0,[],2,1327,1,0
246,tanne,360,3,Die Tanne ist ein Nadelbaum.,0,76,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,pool,362,4,Ronja schwimmt im Pool.,0,120,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,ventilator,363,4,Der Ventilator sorgt für kühle Luft im Sommer.,0,246,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,igel,365,2,Der Igel hat viele Stacheln.,0,169,Prolific,C,female,25,Germany,9,1,1,normal,0,[],7,1327,1,0
246,faecher,368,5,Die Hofdame hält einen Fächer.,0,137,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,laetzchen,377,2,Das Kleinkind trägt ein Lätzchen beim Essen.,0,234,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,geldbeutel,382,2,Ronja sucht in ihrem Geldbeutel nach Münzen.,0,61,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,backofen,384,3,Der Kuchen ist im Backofen.,0,152,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,tacker,387,4,Der Tacker steht auf dem Schreibtisch.,0,241,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,ente,400,2,Die Ente dümpelt auf dem Wasser.,0,37,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,libelle,404,3,Die Libelle schwirrt über den See.,0,110,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,anker,405,4,Der Anker hängt an einer schweren Kette.,0,89,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,berg,407,2,Ronja besteigt einen Berg.,0,247,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,pistazie,410,4,Aufgrund ihrer Form werden Pistazien auch als “lachende Nuss” bezeichnet.,0,21,Prolific,C,female,25,Germany,9,1,1,normal,0,[],7,1327,1,0
246,lampe,414,2,Ronja macht die Lampe auf ihrem Nachttisch aus.,0,32,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,thron,420,5,Die Königin sitzt auf dem Thron.,0,114,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,axt,422,4,Der Holzfäller nimmt seine Axt mit in den Wald.,0,75,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,kamm,426,2,Ronja kämmt sich mit dem Kamm ihre Haare.,0,292,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,paddel,429,6,Zum Kanufahren braucht man Paddel.,0,149,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,ritter,432,2,Der Ritter kämpft mit einem Schwert.,0,33,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,ananas,442,3,Die Ananas ist die wichtigste Zutat für das Toast Hawaii.,0,133,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,nest,445,3,Der Vogel baut ein Nest.,0,88,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,schwein,446,2,Das Schwein grunzt glücklich.,0,198,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,stern,447,2,Gezeichnete Sterne haben oft fünf Zacken.,0,182,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,koenig,451,2,Der König trägt eine Krone auf dem Kopf.,0,214,Prolific,C,female,25,Germany,9,1,1,normal,0,[],2,1327,1,0
246,decke,460,2,Auf dem Sofa liegt eine Decke.,0,253,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,radiergummi,464,4,Der Radiergummi liegt in der Federmappe.,0,15,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,bildschirm,468,6,Der Computer ist mit einem Bildschirm verbunden.,0,128,Prolific,C,female,25,Germany,9,1,1,normal,0,[],7,1327,1,0
246,arm,473,2,Ronja trainiert ihre Arme mit Hanteln.,0,59,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,waggon,475,4,Der Zug hat viele Waggons.,0,271,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,waschbecken,478,2,Im Bad steht ein Waschbecken.,0,78,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,kaenguru,479,4,Das Känguru kann weit springen.,0,259,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,flur,483,4,Ronja läuft den Flur entlang.,0,196,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,eichhoernchen,484,2,Das Eichhörnchen sucht nach Nüssen.,0,107,Prolific,C,female,25,Germany,9,1,1,normal,0,[],2,1327,1,0
246,griff,490,3,Ronja hält die Pfanne am Griff.,0,91,Prolific,C,female,25,Germany,9,1,1,normal,0,[],6,1327,1,0
246,schnurrbart,494,3,Der Mann hat einen Schnurrbart.,0,30,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,hafen,495,3,Das Boot fährt in den Hafen ein.,0,272,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,sarg,497,4,Der Tote liegt im Sarg.,0,184,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,junge,499,2,Der Junge wächst zu einem Mann heran.,0,264,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,treppe,500,2,Ronja steigt die Treppe hinauf.,0,200,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,schild,501,2,Der Ritter trägt Schwert und Schild.,0,54,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,keule,511,3,Der Fleischer verkauft eine Keule.,0,124,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,augenklappe,512,3,Die Piratin trägt eine Augenklappe.,0,190,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,lippen,513,2,Auf Lippen kann man Lippenstift auftragen.,0,248,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,u-boot,514,3,Das U-Boot taucht ab.,0,277,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,seil,517,3,Der Seemann befestigt ein Seil.,0,171,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,indianer,524,3,Der Indianer ist Teil eines Stammes.,0,22,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,foto,527,2,An der Wand hängt ein Foto.,0,221,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,walross,529,3,Das Walross hat lange Stoßzähne.,0,208,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,schildkroete,531,3,Die Schildkröte hat einen Panzer.,0,106,Prolific,C,female,25,Germany,9,1,1,normal,0,[],6,1327,1,0
246,hai,533,3,Der Hai hat viele spitze Zähne.,0,132,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,lastkraftwagen,535,3,Der Lastkraftwagen fährt auf der Autobahn.,0,161,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,ast,536,2,Der Vogel sitzt auf einem Ast.,0,229,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,leuchtturm,540,5,Der Leuchtturm steht auf einer Insel.,0,16,Prolific,C,female,25,Germany,9,1,1,normal,0,[],6,1327,1,0
246,tuer,546,2,Die Tür ist verschlossen.,0,177,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,gangster,548,6,Der Gangster hat eine Pistole.,0,116,Prolific,C,female,25,Germany,9,1,1,normal,0,[],8,1327,1,0
246,kuerbis,551,4,Der Kürbis wächst auf dem Kompost.,0,113,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,toaster,562,3,Im Toaster steckt eine Scheibe Brot.,0,168,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
246,loeffel,564,2,Der Löffel liegt im Besteckkasten.,0,263,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,burg,568,3,Die Burg hat viele Zinnen.,0,24,Prolific,C,female,25,Germany,9,1,1,normal,0,[],5,1327,1,0
246,zahn,569,3,Ronja tut ein Zahn weh.,0,104,Prolific,C,female,25,Germany,9,1,1,normal,0,[],6,1327,1,0
246,stier,570,3,Der Torrero stellt sich dem Stier.,0,251,Prolific,C,female,25,Germany,9,1,1,normal,0,[],3,1327,1,0
246,jongleur,572,5,Der Jongleur unterhält die Zuschauer.,0,180,Prolific,C,female,25,Germany,9,1,1,normal,0,[],4,1327,1,0
